"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"FF","2012-05-28","95.0","null","null","Jed Lowrie",476704,504379,"home_run","hit_into_play_score",,,,,"1","Jed Lowrie homers (8) on a fly ball to right field.","R","L","R","COL","HOU","X","null","fly_ball",2,2,2012,"-0.61430000000000000000","1.2836000000000000","-0.3290","2.9460","null","null","null",1,1,"Top","184.74","40.16",,,"null",,"null",,,,,,,"3.3800","1.6100","null","null","null","null","null","null",318457,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",3,"5"
"SI","2012-05-27","85.2","null","null","Colby Rasmus",458675,599899,"home_run","hit_into_play_score",,,,,"4","Colby Rasmus homers (5) on a fly ball to right field.    Omar Vizquel scores.","R","L","R","TEX","TOR","X","null","fly_ball",0,0,2012,"-1.3602333333333333","0.10253333333333333333","-0.6460","2.3560","null","null","123744.00",1,9,"Top","219.88","79.32",,,"null",,"null",,,,,,,"3.5300","1.6300","null","null","null","null","null","null",318450,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",77,"1"
"FF","2012-05-27","94.4","null","null","Miguel Cabrera",408234,448165,"home_run","hit_into_play_score",,,,,"4","Miguel Cabrera homers (9) on a fly ball to center field.   Quintin Berry scores.","R","R","R","MIN","DET","X","null","fly_ball",0,2,2012,"-0.60455833333333333333","1.3194333333333333","-0.4840","2.5850","null","450641.00","null",1,9,"Top","127.51","19.08",,,"null",,"null",,,,,,,"3.6100","1.8000","null","null","null","null","null","null",318441,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",75,"3"
"SL","2012-05-27","79.9","null","null","Bryce Harper",547180,115817,"home_run","hit_into_play_score",,,,,"5","Bryce Harper homers (4) on a fly ball to right center field.","R","L","R","ATL","WSH","X","null","fly_ball",0,1,2012,"-0.01866666666666666667","0.72460000000000000000","0.2400","2.5720","null","null","null",0,8,"Top","197.79","31.12",,,"null",,"null",,,,,,,"3.3200","1.5700","null","null","null","null","null","null",318451,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",63,"2"
"FF","2012-05-27","93.7","null","null","Sean Rodriguez",446481,469686,"home_run","hit_into_play_score",,,,,"5","Sean Rodriguez homers (5) on a fly ball to left field.   Ben Zobrist scores.","R","R","R","BOS","TB","X","null","fly_ball",3,1,2012,"-0.97195833333333333333","1.06000000000000000000","0.1750","2.7240","null","null","450314.00",1,9,"Top","39.16","88.35",,,"null",,"null",,,,,,,"3.4000","1.5600","null","null","null","null","null","null",318449,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",65,"5"
"SL","2012-05-27","85.0","null","null","J.P. Arencibia",450317,468396,"home_run","hit_into_play_score",,,,,"6","J.  P.   Arencibia homers (9) on a fly ball to left field.","R","R","R","TEX","TOR","X","null","fly_ball",1,1,2012,"0.41970833333333333333","0.09393333333333333333","0.2920","2.6990","null","null","null",1,8,"Top","43.17","67.27",,,"null",,"null",,,,,,,"3.4800","1.6000","null","null","null","null","null","null",318450,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",69,"3"
"FT","2012-05-27","92.9","null","null","Starlin Castro",516770,434592,"home_run","hit_into_play_score",,,,,"4","Starlin Castro homers (3) on a fly ball to center field.   Blake Lalli scores.","R","R","R","PIT","CHC","X","null","fly_ball",1,0,2012,"-1.09720833333333333333","1.6978333333333333","-0.4020","2.5570","null","503351.00","null",1,8,"Top","142.57","29.12",,,"null",,"null",,,,,,,"3.4500","1.6000","null","null","null","null","null","null",318438,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",65,"2"
"FC","2012-05-27","89.8","null","null","Mike Napoli",435063,445926,"home_run","hit_into_play_score",,,,,"5","Mike Napoli homers (8) on a fly ball to right field.    Nelson Cruz scores.","R","R","R","TEX","TOR","X","null","fly_ball",2,2,2012,"0.34873333333333333333","0.87940000000000000000","0.0020","2.4010","null","443558.00","null",2,7,"Bot","206.83","79.32",,,"null",,"null",,,,,,,"3.2700","1.4800","null","null","null","null","null","null",318450,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",66,"5"
"SL","2012-05-27","85.5","null","null","Dexter Fowler",451594,502009,"home_run","hit_into_play_score",,,,,"7","Dexter Fowler homers (6) on a fly ball to right field.","R","L","R","CIN","COL","X","null","fly_ball",1,0,2012,"0.06483333333333333333","0.42503333333333333333","-0.5040","2.0980","null","null","null",1,8,"Top","207.83","70.28",,,"null",,"null",,,,,,,"3.5800","1.6800","null","null","null","null","null","null",318440,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",56,"2"
"CH","2012-05-27","80.8","null","null","Adrian Gonzalez",408236,476451,"home_run","hit_into_play_score",,,,,"7","Adrian Gonzalez homers (4) on a fly ball to left field.   David Ortiz scores.    Kevin Youkilis scores.","R","L","R","BOS","TB","X","null","fly_ball",1,0,2012,"-0.45704166666666666667","1.00410000000000000000","-0.3510","2.1430","null","120074.00","425903.00",0,7,"Bot","30.12","97.39",,,"null",,"null",,,,,,,"3.7600","1.9100","null","null","null","null","null","null",318449,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",50,"2"
"SL","2012-05-27","83.4","null","null","Jeff Francoeur",425796,451085,"home_run","hit_into_play_score",,,,,"4","Jeff Francoeur homers (5) on a fly ball to left field.","R","R","L","BAL","KC","X","null","fly_ball",1,2,2012,"0.07318333333333333333","0.14840000000000000000","-0.6630","2.7700","null","null","null",0,6,"Top","18.07","87.35",,,"null",,"null",,,,,,,"3.4300","1.6500","null","null","null","null","null","null",318443,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",48,"4"
"CH","2012-05-27","85.6","null","null","Garrett Jones",434540,490063,"home_run","hit_into_play_score",,,,,"7","Garrett Jones homers (5) on a fly ball to right field.    Neil Walker scores.","R","L","R","PIT","CHC","X","null","fly_ball",0,2,2012,"-0.65187500000000000000","1.5000333333333333","-0.5580","2.3000","null","null","435522.00",0,6,"Bot","211.85","42.17",,,"null",,"null",,,,,,,"3.7700","1.7000","null","null","null","null","null","null",318438,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",46,"4"
"SL","2012-05-27","80.4","null","null","Paul Konerko",117244,434622,"home_run","hit_into_play_score",,,,,"2","Paul Konerko homers (11) on a fly ball to left center field.   Gordon Beckham scores.    Adam Dunn scores.","R","R","R","CWS","CLE","X","null","fly_ball",2,2,2012,"1.0181250000000000","-0.27586666666666666667","-0.1950","3.5500","null","493596.00","276055.00",2,4,"Bot","95.38","27.11",,,"null",,"null",,,,,,,"3.5100","1.6800","null","null","null","null","null","null",318439,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",44,"8"
"SI","2012-05-27","91.7","null","null","Matt Adams",571431,430589,"home_run","hit_into_play_score",,,,,"1","Matt Adams homers (1) on a fly ball to right field.","R","L","R","STL","PHI","X","null","fly_ball",0,0,2012,"-1.6190833333333333","0.67873333333333333333","-0.3370","3.1530","null","null","null",0,6,"Bot","220.88","65.26",,,"null",,"null",,,,,,,"3.5000","1.6300","null","null","null","null","null","null",318446,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",50,"1"
"CH","2012-05-27","84.6","null","null","Mark Trumbo",444432,456051,"home_run","hit_into_play_score",,,,,"8","Mark Trumbo homers (7) on a fly ball to left center field.","R","R","R","SEA","LAA","X","null","fly_ball",0,2,2012,"-1.09164166666666666667","0.73893333333333333333","-0.1640","1.8110","null","null","null",0,7,"Top","54.22","35.14",,,"null",,"null",,,,,,,"3.5000","1.6300","null","null","null","null","null","null",318437,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",44,"4"
"CU","2012-05-27","81.0","null","null","Carlos Gonzalez",471865,502009,"home_run","hit_into_play_score",,,,,"6","Carlos Gonzalez homers (10) on a line drive to right field.","R","L","R","CIN","COL","X","null","line_drive",1,2,2012,"0.58670833333333333333","-0.19990000000000000000","0.3920","2.6490","null","null","null",2,6,"Top","215.86","73.29",,,"null",,"null",,,,,,,"3.4100","1.5800","null","null","null","null","null","null",318440,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",44,"4"
"FF","2012-05-27","94.3","null","null","Andrew McCutchen",457705,490063,"home_run","hit_into_play_score",,,,,"7","Andrew McCutchen homers (8) on a fly ball to left field.","R","R","R","PIT","CHC","X","null","fly_ball",1,2,2012,"-0.88567500000000000000","1.6018000000000000","-0.7040","2.0920","null","null","null",2,5,"Bot","19.08","67.27",,,"null",,"null",,,,,,,"3.5200","1.6400","null","null","null","null","null","null",318438,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",39,"4"
"CH","2012-05-27","85.6","null","null","Carlos Beltran",136860,430589,"home_run","hit_into_play_score",,,,,"8","Carlos Beltran homers (15) on a fly ball to right field.    Rafael Furcal scores.    Skip Schumaker scores.","R","L","R","STL","PHI","X","null","fly_ball",0,0,2012,"-1.6691833333333333","0.58413333333333333333","-0.1060","1.8830","279577.00","null","435401.00",1,5,"Bot","183.73","25.10",,,"null",,"null",,,,,,,"3.5400","1.6600","null","null","null","null","null","null",318446,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",42,"1"
"SL","2012-05-27","80.6","null","null","J.P. Arencibia",450317,506433,"home_run","hit_into_play_score",,,,,"8","J.  P.   Arencibia homers (8) on a fly ball to left field.","R","R","R","TEX","TOR","X","null","fly_ball",1,1,2012,"0.93045000000000000000","-0.64566666666666666667","-0.0710","1.7850","null","null","null",0,4,"Top","23.09","65.26",,,"null",,"null",,,,,,,"3.4800","1.6000","null","null","null","null","null","null",318450,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",35,"3"
"FT","2012-05-27","88.6","null","null","Paul Goldschmidt",502671,150116,"home_run","hit_into_play_score",,,,,"5","Paul Goldschmidt homers (3) on a fly ball to center field.","R","R","L","ARI","MIL","X","null","fly_ball",3,2,2012,"1.0028166666666667","1.2993666666666667","0.0950","2.3660","null","null","null",2,4,"Bot","128.51","17.07",,,"null",,"null",,,,,,,"3.3100","1.5400","null","null","null","null","null","null",318444,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",29,"9"
"FT","2012-05-27","91.1","null","null","Ian Kinsler",435079,475138,"home_run","hit_into_play_score",,,,,"13","Ian Kinsler homers (6) on a fly ball to left field.   Mike Napoli scores.","R","R","R","TEX","TOR","X","null","fly_ball",1,1,2012,"-0.94273333333333333333","1.06143333333333333333","-0.9220","2.3890","null","null","435063.00",2,3,"Bot","44.18","75.30",,,"null",,"null",,,,,,,"3.3900","1.5000","null","null","null","null","null","null",318450,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",33,"3"
"FC","2012-05-27","94.2","null","null","Michael Cuddyer",150212,502009,"home_run","hit_into_play_score",,,,,"4","Michael Cuddyer homers (5) on a fly ball to center field.","R","R","R","CIN","COL","X","null","fly_ball",1,2,2012,"0.14694166666666666667","1.4814000000000000","-0.5460","2.2820","null","null","null",0,5,"Top","136.55","12.05",,,"null",,"null",,,,,,,"3.5900","1.6600","null","null","null","null","null","null",318440,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",35,"4"
"FF","2012-05-27","88.4","null","null","Matt Treanor",276354,457918,"home_run","hit_into_play_score",,,,,"5","Matt Treanor homers (2) on a fly ball to center field.","R","R","L","LAD","HOU","X","null","fly_ball",1,0,2012,"0.29167500000000000000","2.1020333333333333","0.2430","2.5960","null","null","null",0,4,"Bot","101.41","28.11",,,"null",,"null",,,,,,,"3.4800","1.6300","null","null","null","null","null","null",318442,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",30,"2"
"CH","2012-05-27","72.3","null","null","Todd Frazier",453943,119469,"home_run","hit_into_play_score",,,,,"6","Todd Frazier homers (5) on a fly ball to left field.","R","R","L","CIN","COL","X","null","fly_ball",1,1,2012,"1.3507333333333333","0.67013333333333333333","0.4780","2.1400","null","null","null",1,4,"Bot","39.16","65.26",,,"null",,"null",,,,,,,"3.2800","1.4700","null","null","null","null","null","null",318440,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",30,"3"
"SL","2012-05-27","85.0","null","null","Kendrys Morales",434778,456051,"home_run","hit_into_play_score",,,,,"4","Kendrys Morales homers (4) on a fly ball to center field.","R","L","R","SEA","LAA","X","null","fly_ball",0,2,2012,"-0.06598333333333333333","0.09393333333333333333","-0.4620","2.7990","null","null","null",0,4,"Top","156.63","23.09",,,"null",,"null",,,,,,,"3.5100","1.6800","null","null","null","null","null","null",318437,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",23,"3"
"SL","2012-05-27","85.8","null","null","Carlos Gonzalez",471865,502009,"home_run","hit_into_play_score",,,,,"9","Carlos Gonzalez homers (9) on a fly ball to right field.","R","L","R","CIN","COL","X","null","fly_ball",0,1,2012,"0.11215000000000000000","0.35623333333333333333","0.6530","1.9470","null","null","null",1,4,"Top","237.95","84.34",,,"null",,"null",,,,,,,"3.4100","1.5800","null","null","null","null","null","null",318440,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",26,"2"
"FC","2012-05-27","90.1","null","null","Adrian Beltre",134181,475138,"home_run","hit_into_play_score",,,,,"7","Adrian Beltre homers (10) on a fly ball to left center field.   Elvis Andrus scores.","R","R","R","TEX","TOR","X","null","fly_ball",1,0,2012,"0.04535000000000000000","0.55690000000000000000","-0.3700","2.2560","null","462101.00","null",2,2,"Bot","66.27","40.16",,,"null",,"null",,,,,,,"3.5800","1.6600","null","null","null","null","null","null",318450,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",21,"2"
"CU","2012-05-27","70.7","null","null","Brandon Phillips",408252,119469,"home_run","hit_into_play_score",,,,,"8","Brandon Phillips homers (5) on a fly ball to left field.   Mat Latos scores.    Joey Votto scores.","R","R","L","CIN","COL","X","null","fly_ball",0,0,2012,"-0.79800000000000000000","-0.71016666666666666667","-0.1650","1.7140","502009.00","null","458015.00",2,3,"Bot","69.28","48.19",,,"null",,"null",,,,,,,"3.1700","1.5300","null","null","null","null","null","null",318440,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",23,"1"
"CU","2012-05-27","80.8","null","null","Johnny Damon",113028,425856,"home_run","hit_into_play_score",,,,,"5","Johnny Damon homers (1) on a fly ball to right field.    Casey Kotchman scores.    Shelley Duncan scores.","R","L","R","CWS","CLE","X","null","fly_ball",2,1,2012,"0.87617500000000000000","-0.27873333333333333333","-0.1190","2.6810","425773.00","455167.00","null",0,2,"Top","220.88","84.34",,,"null",,"null",,,,,,,"3.4400","1.6700","null","null","null","null","null","null",318439,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",15,"4"
"FT","2012-05-27","86.8","null","null","Andruw Jones",116662,543548,"home_run","hit_into_play_score",,,,,"9","Andruw Jones homers (5) on a fly ball to left center field.","R","R","L","OAK","NYY","X","null","fly_ball",0,0,2012,"0.9847250000000000","1.4355333333333333","0.4380","2.0030","null","null","null",0,2,"Top","53.21","31.12",,,"null",,"null",,,,,,,"3.2600","1.5100","null","null","null","null","null","null",318445,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",11,"1"
"CH","2012-05-27","71.9","null","null","Jay Bruce",457803,119469,"home_run","hit_into_play_score",,,,,"9","Jay Bruce homers (11) on a fly ball to right field.","R","L","L","CIN","COL","X","null","fly_ball",1,0,2012,"1.2310500000000000","0.75326666666666666667","0.6770","2.1500","null","null","null",0,2,"Bot","217.87","63.25",,,"null",,"null",,,,,,,"3.7300","1.7600","null","null","null","null","null","null",318440,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",12,"2"
"CH","2012-05-27","85.4","null","null","Pedro Alvarez",476883,490063,"home_run","hit_into_play_score",,,,,"8","Pedro Alvarez homers (8) on a fly ball to right field.    Josh Harrison scores.    Andrew McCutchen scores.","R","L","R","PIT","CHC","X","null","fly_ball",3,1,2012,"-0.66996666666666666667","1.5946333333333333","-0.1350","1.8700","null","543281.00","457705.00",1,1,"Bot","195.78","40.16",,,"null",,"null",,,,,,,"3.4500","1.6500","null","null","null","null","null","null",318438,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",7,"5"
"SI","2012-05-27","92.1","null","null","Yadier Molina",425877,136880,"home_run","hit_into_play_score",,,,,"7","Yadier Molina hits a grand slam (7) to center field.   Skip Schumaker scores.    Matt Holliday scores.    David Freese scores.","R","R","R","STL","PHI","X","null","fly_ball",0,1,2012,"-1.4938333333333333","0.83926666666666666667","-0.2800","1.7190","435401.00","407812.00","501896.00",2,1,"Bot","155.62","32.13",,,"null",,"null",,,,,,,"3.5400","1.5900","null","null","null","null","null","null",318446,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",9,"2"
"SL","2012-05-27","84.2","null","null","Troy Tulowitzki",453064,502009,"home_run","hit_into_play_score",,,,,"4","Troy Tulowitzki homers (7) on a fly ball to left field.","R","R","R","CIN","COL","X","null","fly_ball",0,0,2012,"0.03700000000000000000","0.44080000000000000000","-0.3110","2.7400","null","null","null",0,2,"Top","56.22","62.25",,,"null",,"null",,,,,,,"3.7200","1.7600","null","null","null","null","null","null",318440,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",8,"1"
"SI","2012-05-27","81.0","null","null","Joey Votto",458015,119469,"home_run","hit_into_play_score",,,,,"3","Joey Votto homers (8) on a fly ball to right center field.","R","L","L","CIN","COL","X","null","fly_ball",0,1,2012,"1.2561000000000000","1.05283333333333333333","0.6640","3.5630","null","null","null",2,1,"Bot","175.70","25.10",,,"null",,"null",,,,,,,"3.5300","1.6800","null","null","null","null","null","null",318440,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",6,"2"
"FF","2012-05-27","89.7","null","null","Melky Cabrera",466320,445060,"home_run","hit_into_play_score",,,,,"6","Melky Cabrera homers (4) on a line drive to right field.","R","L","R","MIA","SF","X","null","line_drive",2,2,2012,"-0.92603333333333333333","1.6089666666666667","0.3190","2.7640","null","null","null",2,1,"Top","220.88","70.28",,,"null",,"null",,,,,,,"3.3800","1.6100","null","null","null","null","null","null",318448,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",3,"7"
"FF","2012-05-27","92.7","null","null","Billy Butler",456714,451085,"home_run","hit_into_play_score",,,,,"13","Billy Butler homers (11) on a fly ball to left field.","R","R","L","BAL","KC","X","null","fly_ball",2,0,2012,"0.66464166666666666667","1.9601333333333333","-1.0300","2.0900","null","null","null",2,1,"Top","18.07","55.22",,,"null",,"null",,,,,,,"3.3800","1.5700","null","null","null","null","null","null",318443,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",3,"3"
"CH","2012-05-26","86.6","null","null","Josh Hamilton",285078,430630,"home_run","hit_into_play_score",,,,,"4","Josh Hamilton homers (20) on a fly ball to center field.   Elvis Andrus scores.","R","L","R","TEX","TOR","X","null","fly_ball",1,2,2012,"-0.29560833333333333333","0.09393333333333333333","-0.7800","2.6400","null","462101.00","null",0,13,"Bot","111.45","20.08",,,"null",,"null",,,,,,,"3.6700","1.7700","null","null","null","null","null","null",318435,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",113,"5"
"SI","2012-05-26","91.1","null","null","A.J. Ellis",454560,446641,"home_run","hit_into_play_score",,,,,"7","A.  J.   Ellis homers (5) on a fly ball to left field.   Andre Ethier scores.    James Loney scores.","R","R","R","LAD","HOU","X","null","fly_ball",1,1,2012,"-1.7220666666666667","0.97686666666666666667","-0.6530","1.9830","null","444843.00","425766.00",1,9,"Bot","52.21","39.16",,,"null",,"null",,,,,,,"3.4200","1.6100","null","null","null","null","null","null",318427,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",83,"3"
"FF","2012-05-26","89.1","null","null","Ryan Ludwick",407886,519186,"home_run","hit_into_play_score",,,,,"5","Ryan Ludwick homers (5) on a fly ball to left center field.   Brandon Phillips scores.    Chris Heisey scores.","R","R","L","CIN","COL","X","null","fly_ball",1,1,2012,"0.64376666666666666667","1.4326666666666667","0.0070","2.9380","null","408252.00","502317.00",2,7,"Bot","85.34","27.11",,,"null",,"null",,,,,,,"3.5600","1.7200","null","null","null","null","null","null",318425,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",66,"3"
"FF","2012-05-26","92.1","null","null","Alex Rios",425567,448609,"home_run","hit_into_play_score",,,,,"4","Alex Rios homers (4) on a fly ball to left center field.   Brent Lillibridge scores.","R","R","L","CWS","CLE","X","null","fly_ball",3,1,2012,"0.21652500000000000000","1.4756666666666667","-0.2770","2.3540","null","452121.00","null",1,8,"Bot","40.16","49.20",,,"null",,"null",,,,,,,"3.3700","1.6000","null","null","null","null","null","null",318424,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",73,"5"
"FT","2012-05-26","96.8","null","null","Jarrod Saltalamacchia",457454,407845,"home_run","hit_into_play_score",,,,,"9","Jarrod Saltalamacchia homers (8) on a fly ball to right center field.    Daniel Nava scores.","R","L","R","BOS","TB","X","null","fly_ball",0,1,2012,"-1.13200000000000000000","1.11303333333333333333","0.6870","2.1430","null","537953.00","null",1,9,"Bot","175.70","24.10",,,"null",,"null",,,,,,,"3.5200","1.6700","null","null","null","null","null","null",318434,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",69,"2"
"FF","2012-05-26","87.5","null","null","Mark Teixeira",407893,453232,"home_run","hit_into_play_score",,,,,"11","Mark Teixeira homers (8) on a fly ball to center field.   Robinson Cano scores.","R","L","R","OAK","NYY","X","null","fly_ball",3,2,2012,"-0.92464166666666666667","1.6491000000000000","-0.9860","3.7580","null","null","429664.00",1,9,"Top","108.43","34.14",,,"null",,"null",,,,,,,"3.4400","1.6400","null","null","null","null","null","null",318430,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",74,"7"
"SI","2012-05-26","95.1","null","null","Bryce Harper",547180,458924,"home_run","hit_into_play_score",,,,,"1","Bryce Harper homers (3) on a line drive to left field.","R","L","L","ATL","WSH","X","null","line_drive",1,2,2012,"1.0334333333333333","0.82780000000000000000","-0.4460","3.2800","null","null","null",0,7,"Top","48.19","58.23",,,"null",,"null",,,,,,,"3.5300","1.7400","null","null","null","null","null","null",318436,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",56,"4"
"FF","2012-05-26","93.3","null","null","Mike Nickeas",435081,445612,"home_run","hit_into_play_score",,,,,"2","Mike Nickeas hits a grand slam (1) to left field.   Ike Davis scores.    Vinny Rottino scores.    Kirk Nieuwenhuis scores.","R","R","R","NYM","SD","X","null","fly_ball",0,1,2012,"-1.2322000000000000","1.14743333333333333333","-0.0570","2.9520","477195.00","457130.00","543590.00",2,8,"Bot","37.15","67.27",,,"null",,"null",,,,,,,"3.2600","1.4800","null","null","null","null","null","null",318432,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",62,"2"
"FF","2012-05-26","95.0","null","null","Dan Uggla",462564,544931,"home_run","hit_into_play_score",,,,,"5","Dan Uggla homers (7) on a fly ball to center field.   Martin Prado scores.","R","R","R","ATL","WSH","X","null","fly_ball",3,1,2012,"-0.86480000000000000000","1.2936333333333333","0.1850","2.3720","null","null","445988.00",2,5,"Bot","101.41","27.11",,,"null",,"null",,,,,,,"3.6300","1.6600","null","null","null","null","null","null",318436,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",44,"5"
"CH","2012-05-26","84.8","null","null","Justin Smoak",475253,425532,"home_run","hit_into_play_score",,,,,"13","Justin Smoak homers (7) on a fly ball to center field.","R","L","R","SEA","LAA","X","null","fly_ball",1,1,2012,"-0.84392500000000000000","0.37200000000000000000","-0.0840","1.5290","null","null","null",2,6,"Bot","152.61","31.12",,,"null",,"null",,,,,,,"3.6100","1.7100","null","null","null","null","null","null",318422,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",52,"3"
"FF","2012-05-26","92.0","null","null","Mitch Moreland",519048,506693,"home_run","hit_into_play_score",,,,,"7","Mitch Moreland homers (8) on a fly ball to left center field.","R","L","R","TEX","TOR","X","null","fly_ball",3,1,2012,"-0.88010833333333333333","0.79053333333333333333","-0.4800","2.1100","null","null","null",2,6,"Bot","67.27","35.14",,,"null",,"null",,,,,,,"3.5100","1.6800","null","null","null","null","null","null",318435,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",56,"5"
"SL","2012-05-26","84.6","null","null","Yorvit Torrealba",150275,506693,"home_run","hit_into_play_score",,,,,"5","Yorvit Torrealba homers (2) on a fly ball to left center field.","R","R","R","TEX","TOR","X","null","fly_ball",1,0,2012,"0.71195833333333333333","0.30176666666666666667","-0.1900","2.7700","null","null","null",2,6,"Bot","77.31","31.12",,,"null",,"null",,,,,,,"3.3900","1.5700","null","null","null","null","null","null",318435,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",55,"2"
"SI","2012-05-26","92.9","null","null","Alberto Callaspo",430948,433587,"home_run","hit_into_play_score",,,,,"3","Alberto Callaspo hits a grand slam (2) to right field.   Mark Trumbo scores.    Howard Kendrick scores.    Erick Aybar scores.","R","L","R","SEA","LAA","X","null","fly_ball",0,1,2012,"-0.64491666666666666667","0.33473333333333333333","0.5900","2.9250","444432.00","435062.00","430947.00",1,6,"Top","218.88","70.28",,,"null",,"null",,,,,,,"3.2500","1.5500","null","null","null","null","null","null",318422,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",47,"2"
"CH","2012-05-26","84.0","null","null","Jason Kipnis",543401,408241,"home_run","hit_into_play_score",,,,,"8","Jason Kipnis homers (8) on a fly ball to right center field.    Shin-Soo Choo scores.","R","L","R","CWS","CLE","X","null","fly_ball",2,2,2012,"-1.5884666666666667","0.20286666666666666667","-0.2070","1.7220","null","null","425783.00",1,5,"Top","182.73","38.15",,,"null",,"null",,,,,,,"3.3400","1.4900","null","null","null","null","null","null",318424,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",45,"5"
"CH","2012-05-26","87.0","null","null","Nelson Cruz",443558,506693,"home_run","hit_into_play_score",,,,,"4","Nelson Cruz homers (6) on a fly ball to left center field.","R","R","R","TEX","TOR","X","null","fly_ball",1,0,2012,"-0.45843333333333333333","0.69736666666666666667","-0.5100","2.6200","null","null","null",2,6,"Bot","60.24","29.12",,,"null",,"null",,,,,,,"3.7300","1.7400","null","null","null","null","null","null",318435,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",54,"2"
